monitoring,15,41,16,10,8,5,1,0,0,0,0,0,2,0,0,0,0,0,1
androes,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spokeswoman,178,368,90,55,112,60,6,4,3,2,11,2,6,1,0,0,0,0,0
neglect,10,26,2,8,5,7,1,0,0,0,0,0,1,0,0,0,0,0,0
1964,0,7,4,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
previous,70,77,27,17,20,17,3,2,0,0,4,0,2,0,0,1,2,3,0
cavernous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
referential,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
probe,91,116,13,4,2,10,3,0,1,3,0,0,4,0,0,0,0,0,0
huntington,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,423,673,428,235,217,88,12,4,2,0,4,7,11,0,0,6,1,5,1
tom,50,53,12,10,32,21,3,0,0,0,0,1,0,0,0,0,2,0,0
forbidding,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appellate,28,10,12,4,3,2,2,0,0,0,15,1,0,0,0,0,0,13,0
reiff,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hannus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lunged,11,34,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
shontelle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comically,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donald,101,37,9,8,6,4,0,0,0,3,4,0,1,0,0,0,0,0,0
code”,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parcc,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981and,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
siu,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pedersen,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tegucigalpa,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hall’s,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y’all,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamonte,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
advent,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
participating,6,23,3,5,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0
ownership,6,13,7,1,7,6,0,1,0,0,0,0,0,0,0,1,0,0,0
“safe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ap,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
onoct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proclaiming,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maribeth,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
residences,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“believes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
animatedly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
engages,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scofield,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
cabrini,12,6,4,2,1,0,0,0,0,0,1,0,0,0,0,0,9,0,1
unblemished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
explosives,10,9,14,3,1,0,0,0,1,1,2,2,0,0,0,0,0,0,0
braggadocious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dangerous,76,95,41,19,19,27,4,3,0,0,4,1,1,2,0,0,1,1,0
setback,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roster,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
escapees,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
helmbacher,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
wieme,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weaving,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dunning,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manifesto,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruins,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
novelist,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daisy,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shuffleboard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brosnahan,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
janitors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8176,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
murda,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
builders,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overdone,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worshipers,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pipeline”,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
push,61,59,31,12,17,9,0,1,2,0,1,1,1,0,0,3,2,0,1
coverings,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
origin,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castillo,0,1,1,13,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
semirural,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whitestown,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ardis’,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tried,199,321,134,85,130,51,18,5,5,2,19,4,5,2,0,1,4,15,0
clock,13,21,10,2,0,7,0,1,0,2,1,0,0,1,0,0,0,0,0
magnetized,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emidio,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
access’,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usfl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
started,152,262,161,93,146,43,6,1,1,3,6,3,4,4,0,4,3,3,1
quiznos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taper,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
farrakhan,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
running,163,185,101,64,61,32,8,0,2,4,3,4,4,1,0,0,4,3,0
fikes,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dubin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hid,10,5,7,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
metrovic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bandittracker,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beruben,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cudi,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
troublesome,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
arsonrose,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
obstacle,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
roehm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iphone4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
admit,17,13,4,2,0,1,1,2,0,0,3,1,0,0,1,0,0,1,0
oversteps,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squares,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
algren,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baar,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
resilience,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sweetness,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bluff,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joanna,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kay,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nieman,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mutton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
optional,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tempers,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smigel,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,48,36,26,8,16,15,10,0,2,0,7,2,1,0,0,0,1,0,0
eliza,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fragile,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
workflow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spot,41,51,23,11,5,4,1,1,2,2,1,2,3,0,0,1,3,0,0
casinos,3,3,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
misremembering,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
provisional,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gravity,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
advisory,17,14,4,1,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0
crawling,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
wherever,4,8,3,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0
maxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board’s,0,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
arising,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“impasse”,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trump’s,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trainig,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
continuances,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
millner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lotts,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
obrycka’s,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melt,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nuccio,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
familial,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shapearl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
powerless,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
lekich,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wander,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
“like,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screwdriver,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uncompromising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alternative,18,21,7,6,6,5,1,1,0,0,0,0,2,0,0,0,1,1,0
confuse,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radicals,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyberspace,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
“education,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
midget,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gouge,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gladly,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boilerplate,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marampudi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuisine,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
parades,6,7,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
suffocated,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
“discuss,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healthy,7,12,3,4,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0
colon,4,3,13,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gessner,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
510,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10500,0,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
critic,7,12,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
centennial,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wary,8,4,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
festivities,6,13,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eight,134,184,60,48,52,43,6,2,2,1,16,1,2,0,0,0,0,1,0
5838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
raucous,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0
1999,15,19,8,8,9,9,0,0,1,1,61,2,2,0,0,4,0,0,0
checkers,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yawger,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consciences,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
borja,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khalid,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phoenix,2,14,5,2,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0
sahly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barkanov,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prioriities,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deodorant,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
odered,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sopped,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sage,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
indentified,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compiles,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
drowsiest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vulnerability,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
briggs,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
beetle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
awe,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sit,37,54,13,3,14,6,0,2,0,0,1,0,2,0,0,1,2,0,0
“patterson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
states,98,135,61,23,34,13,2,7,6,0,4,0,6,0,0,2,0,8,0
sornbergers,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bluder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
founders,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
archive,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
saucy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spaz,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balanced,3,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronzeville,32,51,33,32,20,4,0,0,1,0,3,0,0,0,0,0,0,0,0
chandler,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
29,122,192,102,63,50,16,4,0,3,1,3,2,2,1,0,3,0,0,0
joyner,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manila,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
clarification,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tempting,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intentionally,45,37,6,7,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0
aarp,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gamed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4946,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patagonia,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
seagulls,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partially,8,11,6,4,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0
dreamed,2,3,7,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0
denting,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greg,6,20,4,1,8,4,0,0,0,0,1,1,0,0,0,0,0,0,0
glibly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
futterman’s,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamari,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“started,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washington”,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sensitive,10,14,1,3,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0
ways,58,59,20,13,10,11,3,1,0,0,4,2,0,0,0,5,0,2,0
slash,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
replacements,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dtaken,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zepsa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rented,2,5,1,2,3,1,1,0,0,0,3,1,0,0,0,0,0,0,0
premature,2,1,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
munson,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revert,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whistling,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
countyabout,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jams,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panarese,1,10,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
slavery,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“even,0,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
same,337,489,193,112,142,51,13,7,4,0,18,8,6,2,0,4,7,4,1
kayaker,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“takeover,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
experimented,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santorum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acquainted,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
humbled,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
santos,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uihlein,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
